,region_type,year,week,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_5_24,age_50_64,age_65,ilitotal,num_providers,total_patients,date
906,National,2015,6,3.26527,3.06359,6429,4884.0,10328,2072.0,1505,25218,1917,823153,2015-02-09
907,National,2015,7,2.93083,2.82646,5537,4295.0,8164,1842.0,1271,21109,1907,746836,2015-02-16
908,National,2015,8,2.54474,2.3599,4823,4061.0,7280,1765.0,1249,19178,1934,812660,2015-02-23
909,National,2015,9,2.47227,2.33472,4639,3914.0,7116,1696.0,1076,18441,1912,789858,2015-03-02
910,National,2015,10,2.35665,2.21286,4710,3654.0,6748,1654.0,1067,17833,1907,805881,2015-03-09
911,National,2015,11,2.17008,2.07619,4559,3482.0,6084,1573.0,997,16695,1883,804117,2015-03-16
912,National,2015,12,2.04297,2.01267,4418,3284.0,6003,1486.0,931,16122,1848,801027,2015-03-23
913,National,2015,13,1.954,1.94192,4174,2968.0,5623,1321.0,889,14975,1819,771143,2015-03-30
914,National,2015,14,1.72287,1.74809,3903,2931.0,4634,1387.0,878,13733,1820,785602,2015-04-06
915,National,2015,15,1.53694,1.50367,3448,2448.0,4214,1160.0,774,12044,1813,800974,2015-04-13
916,National,2015,16,1.38283,1.43494,3182,2052.0,4011,975.0,640,10860,1768,756827,2015-04-20
917,National,2015,17,1.46265,1.45673,3203,2122.0,4280,888.0,602,11095,1753,761638,2015-04-27
918,National,2015,18,1.38934,1.42836,3106,2074.0,4079,846.0,589,10694,1735,748690,2015-05-04
919,National,2015,19,1.3468,1.35297,2805,1810.0,3641,813.0,602,9671,1688,714799,2015-05-11
920,National,2015,20,1.25452,1.33093,2754,1768.0,3296,736.0,470,9024,1622,678023,2015-05-18
921,National,2015,21,1.21636,1.28422,2593,1461.0,2714,652.0,493,7913,1579,616171,2015-05-25
922,National,2015,22,1.16734,1.13889,2211,1334.0,2345,594.0,462,6946,1505,609891,2015-06-01
923,National,2015,23,1.04654,1.10343,2109,1320.0,2284,575.0,456,6744,1455,611184,2015-06-08
924,National,2015,24,0.943661,0.970748,1734,1167.0,2046,495.0,408,5850,1459,602628,2015-06-15
925,National,2015,25,0.935046,0.998681,1897,1170.0,1921,496.0,429,5913,1445,592081,2015-06-22
926,National,2015,26,0.934726,0.978057,1678,1043.0,1701,430.0,380,5232,1417,534938,2015-06-29
927,National,2015,27,0.864118,0.866431,1546,1081.0,1675,443.0,371,5116,1428,590468,2015-07-06
928,National,2015,28,0.806535,0.827757,1487,1028.0,1609,405.0,341,4870,1411,588337,2015-07-13
929,National,2015,29,0.742747,0.797572,1383,1011.0,1498,413.0,321,4626,1401,580010,2015-07-20
930,National,2015,30,0.737859,0.811221,1415,999.0,1459,432.0,300,4605,1352,567663,2015-07-27
931,National,2015,31,0.743224,0.821165,1392,1026.0,1590,420.0,325,4753,1364,578812,2015-08-03
932,National,2015,32,0.805251,0.819435,1330,1062.0,1667,400.0,291,4750,1340,579668,2015-08-10
933,National,2015,33,0.816943,0.848041,1429,1134.0,1815,436.0,359,5173,1356,609994,2015-08-17
934,National,2015,34,0.814518,0.888524,1687,1151.0,2033,423.0,354,5648,1362,635661,2015-08-24
935,National,2015,35,0.86067,0.962826,1636,1230.0,2292,481.0,324,5963,1354,619323,2015-08-31
936,National,2015,36,0.886704,1.02252,1714,1297.0,2169,461.0,329,5970,1349,583853,2015-09-07
937,National,2015,37,1.00845,1.08392,1993,1392.0,2744,536.0,397,7062,1369,651524,2015-09-14
938,National,2015,38,1.06625,1.17724,2178,1520.0,2947,627.0,432,7704,1367,654414,2015-09-21
939,National,2015,39,1.05995,1.1716,2170,1654.0,2746,652.0,404,7626,1332,650904,2015-09-28
940,National,2015,40,1.22559,1.24325,2849,2015.0,3693,871.0,621,10049,1963,808287,2015-10-05
941,National,2015,41,1.31066,1.3234,3016,2102.0,4007,912.0,678,10715,1976,809660,2015-10-12
942,National,2015,42,1.3711,1.40399,3263,2357.0,4360,951.0,653,11584,1995,825079,2015-10-19
943,National,2015,43,1.39171,1.37629,3141,2254.0,4148,927.0,694,11164,1999,811165,2015-10-26
944,National,2015,44,1.43712,1.46866,3563,2450.0,4783,935.0,692,12423,2048,845875,2015-11-02
945,National,2015,45,1.50165,1.533,3746,2517.0,4725,943.0,745,12676,2028,826877,2015-11-09
946,National,2015,46,1.59805,1.60841,3960,2656.0,5076,1026.0,766,13484,2023,838344,2015-11-16
947,National,2015,47,1.89668,1.90047,3974,2427.0,4073,981.0,703,12158,2000,639738,2015-11-23
948,National,2015,48,1.67728,1.73645,4469,3011.0,5076,1232.0,829,14617,2040,841777,2015-11-30
949,National,2015,49,1.78296,1.81945,4575,2902.0,5384,1252.0,873,14986,2020,823657,2015-12-07
950,National,2015,50,1.87336,1.96571,5135,2963.0,5105,1250.0,943,15396,2000,783227,2015-12-14
951,National,2015,51,2.32148,2.42021,5377,2876.0,4317,1256.0,1013,14839,1978,613128,2015-12-21
952,National,2015,52,2.40991,2.41083,5700,3264.0,4011,1524.0,1180,15679,1949,650356,2015-12-28
953,National,2016,1,1.94328,1.98859,4775,3597.0,4494,1631.0,1157,15654,2004,787192,2016-01-04
954,National,2016,2,1.99796,1.98985,4574,3180.0,5362,1380.0,1021,15517,2005,779809,2016-01-11
955,National,2016,3,2.11829,2.1071,4804,3226.0,5380,1297.0,954,15661,2008,743249,2016-01-18
956,National,2016,4,2.25112,2.19256,5088,3615.0,6882,1551.0,1007,18143,2026,827482,2016-01-25
957,National,2016,5,2.37116,2.30014,5135,3759.0,7353,1625.0,1072,18944,2007,823602,2016-02-01
958,National,2016,6,2.80035,2.67574,5645,4600.0,8434,1916.0,1179,21774,2000,813755,2016-02-08
959,National,2016,7,3.16475,3.02427,5997,5642.0,9325,2347.0,1370,24681,1993,816098,2016-02-15
960,National,2016,8,3.15183,3.11328,6299,6001.0,10127,2606.0,1390,26423,1956,848718,2016-02-22
961,National,2016,9,3.3321,3.32788,6619,6395.0,11415,2599.0,1440,28468,1952,855439,2016-02-29
962,National,2016,10,3.56024,3.5918,6660,7358.0,11856,2977.0,1630,30481,1922,848628,2016-03-07
963,National,2016,11,3.05479,3.09262,5574,6026.0,9334,2489.0,1471,24894,1898,804948,2016-03-14
964,National,2016,12,2.76732,2.78803,5187,4982.0,8489,2000.0,1282,21940,1900,786936,2016-03-21
965,National,2016,13,2.44161,2.52371,4581,4476.0,7392,1953.0,1201,19603,1832,776752,2016-03-28
966,National,2016,14,2.03348,2.12928,3707,3869.0,6403,1660.0,1130,16769,1813,787543,2016-04-04
967,National,2016,15,1.98593,2.05142,3572,3530.0,6595,1533.0,1031,16261,1805,792672,2016-04-11
968,National,2016,16,1.91514,1.98957,3515,3247.0,6357,1373.0,945,15437,1774,775895,2016-04-18
969,National,2016,17,1.69968,1.7858,3157,2986.0,5557,1235.0,901,13836,1759,774777,2016-04-25
970,National,2016,18,1.57635,1.60144,2772,2586.0,4729,1037.0,746,11870,1742,741210,2016-05-02
971,National,2016,19,1.3935,1.4743,2871,2276.0,4046,849.0,665,10707,1690,726244,2016-05-09
972,National,2016,20,1.29941,1.42286,2688,1998.0,3630,839.0,643,9798,1626,688612,2016-05-16
973,National,2016,21,1.18379,1.38196,2612,1714.0,3126,717.0,618,8787,1439,635835,2016-05-23
974,National,2016,22,1.13723,1.33712,2545,1637.0,2620,663.0,532,7997,1482,598077,2016-05-30
975,National,2016,23,1.04118,1.13894,2293,1460.0,2313,617.0,518,7201,1446,632252,2016-06-06
976,National,2016,24,0.971814,1.09641,2189,1354.0,2171,588.0,466,6768,1440,617287,2016-06-13
977,National,2016,25,0.863306,0.999559,2062,1178.0,1905,493.0,386,6024,1402,602666,2016-06-20
978,National,2016,26,0.833797,0.99095,1873,1146.0,1810,473.0,384,5686,1382,573793,2016-06-27
979,National,2016,27,0.784516,0.931253,1646,985.0,1641,463.0,383,5118,1379,549582,2016-07-04
980,National,2016,28,0.734327,0.843118,1610,1064.0,1599,422.0,383,5078,1392,602288,2016-07-11
981,National,2016,29,0.698845,0.840286,1670,994.0,1621,384.0,375,5044,1388,600272,2016-07-18
982,National,2016,30,0.723099,0.830065,1580,1036.0,1624,362.0,323,4925,1393,593327,2016-07-25
983,National,2016,31,0.663501,0.790428,1455,971.0,1496,359.0,315,4596,1360,581457,2016-08-01
984,National,2016,32,0.69276,0.830826,1512,1016.0,1639,382.0,319,4868,1329,585923,2016-08-08
985,National,2016,33,0.710029,0.856796,1644,1028.0,1914,373.0,306,5265,1345,614499,2016-08-15
986,National,2016,34,0.834232,1.00746,1848,1234.0,2364,465.0,349,6260,1356,621362,2016-08-22
987,National,2016,35,0.992621,1.05868,1815,1242.0,2651,455.0,341,6504,1354,614349,2016-08-29
988,National,2016,36,1.01605,1.10028,1883,1284.0,2604,471.0,381,6623,1347,601938,2016-09-05
989,National,2016,37,1.07169,1.1457,2026,1509.0,3073,579.0,452,7639,1365,666755,2016-09-12
990,National,2016,38,1.10163,1.2189,2341,1539.0,3298,613.0,438,8229,1363,675119,2016-09-19
991,National,2016,39,1.18841,1.31113,2413,1645.0,3334,630.0,483,8505,1389,648678,2016-09-26
992,National,2016,40,1.2019,1.27386,3110,2114.0,4169,828.0,643,10864,1946,852842,2016-10-03
993,National,2016,41,1.23108,1.29342,3207,2155.0,4078,879.0,678,10997,1973,850228,2016-10-10
994,National,2016,42,1.26796,1.33097,3564,2234.0,4452,981.0,695,11926,1983,896035,2016-10-17
995,National,2016,43,1.36298,1.42662,3786,2406.0,4769,987.0,700,12648,2006,886570,2016-10-24
996,National,2016,44,1.48535,1.57071,4314,2444.0,5287,1030.0,715,13790,1999,877947,2016-10-31
997,National,2016,45,1.55954,1.65146,4703,2549.0,5193,1055.0,758,14258,1990,863356,2016-11-07
998,National,2016,46,1.64783,1.73309,4979,2659.0,5610,1083.0,829,15160,2000,874739,2016-11-14
999,National,2016,47,1.91275,2.03388,5032,2634.0,4567,1108.0,867,14208,2011,698566,2016-11-21
1000,National,2016,48,1.81725,1.88331,5209,3326.0,5655,1359.0,1056,16605,2001,881694,2016-11-28
1001,National,2016,49,1.91433,2.00292,5501,3188.0,5812,1413.0,1047,16961,2013,846813,2016-12-05
